year,event_time,post,occ_code,occ_title,tot_emp,a_mean,h_mean,wage_bill,log_wage,log_emp,log_wbill,annual_only,suppressed_wage,soc_remapped,a_pct10,a_pct25,a_median,a_pct75,a_pct90,balanced,dv_alpha,dv_beta,dv_gamma,human_alpha,human_beta,human_gamma,n_onet,prefix5,exposure_imputed,exposure_residual
2022,0,0,51-7032,"Patternmakers, Wood",330.0,45720.0,21.98,15087600.0,10.730291117908749,5.799092654460526,16.529383772369272,0,False,0,31730,38180,44290,50150,60220,1,0.2051282051282051,0.2564102564102564,0.3076923076923077,0.1538461538461538,0.282051282051282,0.4102564102564102,1.0,51-70,0,0
2023,1,1,51-7032,"Patternmakers, Wood",260.0,52330.0,25.16,13605800.0,10.865325099366254,5.560681631015528,16.426006730381783,0,False,0,38700,43730,48630,55030,75460,1,0.2051282051282051,0.2564102564102564,0.3076923076923077,0.1538461538461538,0.282051282051282,0.4102564102564102,1.0,51-70,0,0
2024,2,1,51-7032,"Patternmakers, Wood",180.0,57920.0,27.84,10425600.0,10.966818027059595,5.19295685089021,16.159774877949808,0,False,0,40730,45450,52520,77410,83330,1,0.2051282051282051,0.2564102564102564,0.3076923076923077,0.1538461538461538,0.282051282051282,0.4102564102564102,1.0,51-70,0,0
2025,3,1,51-7032,"Patternmakers, Wood",220.0,54240.0,26.08,11932800.0,10.901173922614277,5.393627546352362,16.29480146896664,0,False,0,37600,41170,49630,59350,83780,1,0.2051282051282051,0.2564102564102564,0.3076923076923077,0.1538461538461538,0.282051282051282,0.4102564102564102,1.0,51-70,0,0
2019,-3,0,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",50730.0,32150.0,15.46,1630969500.0,10.378167729665766,10.834272730560736,21.2124404602265,0,False,0,21150,25310,30410,37780,46670,1,0.0,0.0588235294117647,0.1176470588235294,0.0,0.0147058823529411,0.0294117647058823,1.0,51-70,0,0
2020,-2,0,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",48400.0,33290.0,16.01,1611236000.0,10.413012330569073,10.787255092704724,21.200267423273797,0,False,0,21680,26450,31560,39010,48080,1,0.0,0.0588235294117647,0.1176470588235294,0.0,0.0147058823529411,0.0294117647058823,1.0,51-70,0,0
2021,-1,0,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",45350.0,35280.0,16.96,1599948000.0,10.471071510120728,10.722165455543283,21.19323696566401,0,False,0,23430,29120,35340,38090,47320,1,0.0,0.0588235294117647,0.1176470588235294,0.0,0.0147058823529411,0.0294117647058823,1.0,51-70,0,0
2022,0,0,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",46400.0,37450.0,18.0,1737680000.0,10.530761988945365,10.745054738214346,21.27581672715971,0,False,0,26930,30330,36270,43050,49500,1,0.0,0.0588235294117647,0.1176470588235294,0.0,0.0147058823529411,0.0294117647058823,1.0,51-70,0,0
2023,1,1,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",43570.0,40120.0,19.29,1748028400.0,10.599630242075872,10.682124119111489,21.28175436118736,0,False,0,28790,33470,38000,45970,51780,1,0.0,0.0588235294117647,0.1176470588235294,0.0,0.0147058823529411,0.0294117647058823,1.0,51-70,0,0
2024,2,1,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",43140.0,42390.0,20.38,1828704600.0,10.654667764346684,10.672205919943147,21.32687368428983,0,False,0,29670,35550,39950,47770,56560,1,0.0,0.0588235294117647,0.1176470588235294,0.0,0.0147058823529411,0.0294117647058823,1.0,51-70,0,0
2025,3,1,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",40850.0,43580.0,20.95,1780243000.0,10.68235360849861,10.617662100288149,21.30001570878676,0,False,0,30890,36510,42770,48620,58170,1,0.0,0.0588235294117647,0.1176470588235294,0.0,0.0147058823529411,0.0294117647058823,1.0,51-70,0,0
2019,-3,0,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",78850.0,32180.0,15.47,2537393000.0,10.379100420546374,11.275302592391183,21.65440301293756,0,False,0,21430,25440,30990,37780,45880,1,0.0217391304347826,0.0652173913043478,0.108695652173913,0.0,0.0326086956521739,0.0652173913043478,1.0,51-70,0,0
2020,-2,0,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",75160.0,33540.0,16.13,2520866400.0,10.4204940353772,11.227374453527402,21.647868488904603,0,False,0,22490,26840,32160,39130,47780,1,0.0217391304347826,0.0652173913043478,0.108695652173913,0.0,0.0326086956521739,0.0652173913043478,1.0,51-70,0,0
2021,-1,0,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",67210.0,35560.0,17.1,2389987600.0,10.47897668962784,11.115577324964011,21.594554014591854,0,False,0,23960,29390,36090,38190,47330,1,0.0217391304347826,0.0652173913043478,0.108695652173913,0.0,0.0326086956521739,0.0652173913043478,1.0,51-70,0,0
2022,0,0,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",63680.0,38060.0,18.3,2423660800.0,10.54691914085014,11.061625820518264,21.60854496136841,0,False,0,27910,31120,36830,44290,49510,1,0.0217391304347826,0.0652173913043478,0.108695652173913,0.0,0.0326086956521739,0.0652173913043478,1.0,51-70,0,0
2023,1,1,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",61250.0,40360.0,19.4,2472050000.0,10.605594474467546,11.022719128406973,21.62831360287452,0,False,0,29620,34500,38260,46100,52280,1,0.0217391304347826,0.0652173913043478,0.108695652173913,0.0,0.0326086956521739,0.0652173913043478,1.0,51-70,0,0
2024,2,1,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",63350.0,42290.0,20.33,2679071500.0,10.652305930466534,11.056430185749283,21.70873611621582,0,False,0,30920,36260,40440,47650,54340,1,0.0217391304347826,0.0652173913043478,0.108695652173913,0.0,0.0326086956521739,0.0652173913043478,1.0,51-70,0,0
2025,3,1,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",61420.0,43570.0,20.95,2676069400.0,10.682124119111489,11.025490793994813,21.7076149131063,0,False,0,32110,37100,43380,48720,56830,1,0.0217391304347826,0.0652173913043478,0.108695652173913,0.0,0.0326086956521739,0.0652173913043478,1.0,51-70,0,0
2019,-3,0,51-7099,"Woodworkers, All Other",6700.0,35270.0,16.96,236309000.0,10.470788023230098,8.809862805379057,19.280650828609154,0,False,0,21800,24970,33110,43800,53680,1,0.06043565698297154,0.11341930306124676,0.166402949139522,0.025641025641025633,0.09979303873165762,0.17394505182228961,6.0,,1,1
2020,-2,0,51-7099,"Woodworkers, All Other",7300.0,35710.0,17.17,260683000.0,10.483186040588494,8.895629627136483,19.37881566772497,0,False,0,22480,26450,33630,42720,53810,1,0.06043565698297154,0.11341930306124676,0.166402949139522,0.025641025641025633,0.09979303873165762,0.17394505182228961,6.0,,1,1
2021,-1,0,51-7099,"Woodworkers, All Other",7910.0,36080.0,17.35,285392800.0,10.49349397417656,8.9758830607617,19.469377034938255,0,False,0,23700,29120,35610,41550,49990,1,0.06043565698297154,0.11341930306124676,0.166402949139522,0.025641025641025633,0.09979303873165762,0.17394505182228961,6.0,,1,1
2022,0,0,51-7099,"Woodworkers, All Other",9120.0,36870.0,17.73,336254400.0,10.51515349122819,9.118225083068378,19.633378574296568,0,False,0,25750,29150,35370,42290,51310,1,0.06043565698297154,0.11341930306124676,0.166402949139522,0.025641025641025633,0.09979303873165762,0.17394505182228961,6.0,,1,1
2023,1,1,51-7099,"Woodworkers, All Other",7830.0,39520.0,19.0,309441600.0,10.584562151861803,8.965717788984849,19.550279940846654,0,False,0,28250,32540,37760,44840,54660,1,0.06043565698297154,0.11341930306124676,0.166402949139522,0.025641025641025633,0.09979303873165762,0.17394505182228961,6.0,,1,1
2024,2,1,51-7099,"Woodworkers, All Other",6590.0,43730.0,21.03,288180700.0,10.685789644406968,8.793308627496552,19.47909827190352,0,False,0,30470,35890,41220,48820,60870,1,0.06043565698297154,0.11341930306124676,0.166402949139522,0.025641025641025633,0.09979303873165762,0.17394505182228961,6.0,,1,1
2025,3,1,51-7099,"Woodworkers, All Other",5490.0,46070.0,22.15,252924300.0,10.737917257929965,8.610683534503575,19.34860079243354,0,False,0,30510,36320,44530,55180,64150,1,0.06043565698297154,0.11341930306124676,0.166402949139522,0.025641025641025633,0.09979303873165762,0.17394505182228961,6.0,,1,1
2019,-3,0,51-8011,Nuclear Power Reactor Operators,5050.0,100990.0,48.55,509999500.0,11.522776781020603,8.527143522269405,20.04992030329001,0,False,0,74520,87250,100530,116880,128810,1,0.1818181818181818,0.3181818181818182,0.4545454545454546,0.0,0.1212121212121212,0.2424242424242424,1.0,51-80,0,0
2020,-2,0,51-8011,Nuclear Power Reactor Operators,5310.0,104470.0,50.23,554735700.0,11.556655227831554,8.577347114235984,20.13400234206754,0,False,0,76360,90600,104040,121120,133170,1,0.1818181818181818,0.3181818181818182,0.4545454545454546,0.0,0.1212121212121212,0.2424242424242424,1.0,51-80,0,0
2021,-1,0,51-8011,Nuclear Power Reactor Operators,4820.0,111220.0,53.47,536080400.0,11.619265500741555,8.480529207044645,20.0997947077862,0,False,0,79720,98390,104260,126950,132960,1,0.1818181818181818,0.3181818181818182,0.4545454545454546,0.0,0.1212121212121212,0.2424242424242424,1.0,51-80,0,0
2022,0,0,51-8011,Nuclear Power Reactor Operators,5450.0,117510.0,56.5,640429500.0,11.674278715327986,8.60337088765729,20.27764960298528,0,False,0,85580,100190,115870,131030,146100,1,0.1818181818181818,0.3181818181818182,0.4545454545454546,0.0,0.1212121212121212,0.2424242424242424,1.0,51-80,0,0
2023,1,1,51-8011,Nuclear Power Reactor Operators,5760.0,121240.0,58.29,698342400.0,11.70552733117174,8.658692753689937,20.36422008486168,0,False,0,92270,103880,120350,134100,151980,1,0.1818181818181818,0.3181818181818182,0.4545454545454546,0.0,0.1212121212121212,0.2424242424242424,1.0,51-80,0,0
2024,2,1,51-8011,Nuclear Power Reactor Operators,5720.0,122830.0,59.05,702587600.0,11.71855656453314,8.651724084373843,20.370280648906984,0,False,0,99300,107170,122610,131520,152690,1,0.1818181818181818,0.3181818181818182,0.4545454545454546,0.0,0.1212121212121212,0.2424242424242424,1.0,51-80,0,0
2025,3,1,51-8011,Nuclear Power Reactor Operators,5150.0,121380.0,58.36,625107000.0,11.706681399389844,8.546751993657782,20.25343339304763,0,False,0,98640,109440,122890,130490,149310,1,0.1818181818181818,0.3181818181818182,0.4545454545454546,0.0,0.1212121212121212,0.2424242424242424,1.0,51-80,0,0
2019,-3,0,51-8012,Power Distributors and Dispatchers,10770.0,88910.0,42.74,957560700.0,11.395379901115184,9.284519770150434,20.67989967126562,0,False,0,56360,72540,90700,104140,122380,1,0.0833333333333333,0.375,0.6666666666666666,0.0833333333333333,0.2499999999999999,0.4166666666666666,1.0,51-80,0,0
2020,-2,0,51-8012,Power Distributors and Dispatchers,9940.0,93260.0,44.84,927004400.0,11.443146570362313,9.20432229965062,20.647468870012933,0,False,0,58450,75850,95100,109260,129010,1,0.0833333333333333,0.375,0.6666666666666666,0.0833333333333333,0.2499999999999999,0.4166666666666666,1.0,51-80,0,0
2021,-1,0,51-8012,Power Distributors and Dispatchers,9660.0,95520.0,45.92,922723200.0,11.46709092862643,9.175748927206564,20.642839855832992,0,False,0,61670,79270,98530,109180,129900,1,0.0833333333333333,0.375,0.6666666666666666,0.0833333333333333,0.2499999999999999,0.4166666666666666,1.0,51-80,0,0
2022,0,0,51-8012,Power Distributors and Dispatchers,9380.0,101360.0,48.73,950756800.0,11.52643381499502,9.14633504200027,20.67276885699529,0,False,0,66090,83070,101650,118350,135620,1,0.0833333333333333,0.375,0.6666666666666666,0.0833333333333333,0.2499999999999999,0.4166666666666666,1.0,51-80,0,0
2023,1,1,51-8012,Power Distributors and Dispatchers,9040.0,105460.0,50.7,953358400.0,11.56608701308446,9.109414453386222,20.67550146647068,0,False,0,68360,87440,104750,122830,138950,1,0.0833333333333333,0.375,0.6666666666666666,0.0833333333333333,0.2499999999999999,0.4166666666666666,1.0,51-80,0,0
2024,2,1,51-8012,Power Distributors and Dispatchers,9180.0,109620.0,52.7,1006311600.0,11.604775118600108,9.124782483614537,20.729557602214644,0,False,0,70760,91670,107240,128690,144900,1,0.0833333333333333,0.375,0.6666666666666666,0.0833333333333333,0.2499999999999999,0.4166666666666666,1.0,51-80,0,0
2025,3,1,51-8012,Power Distributors and Dispatchers,8520.0,111320.0,53.52,948446400.0,11.620164215639829,9.05017161982336,20.670335835463188,0,False,0,72440,90200,106730,130940,154270,1,0.0833333333333333,0.375,0.6666666666666666,0.0833333333333333,0.2499999999999999,0.4166666666666666,1.0,51-80,0,0
2019,-3,0,51-8013,Power Plant Operators,33620.0,79370.0,38.16,2668419400.0,11.28187574208492,10.422876406962606,21.70475214904753,0,False,0,45970,63110,81990,96940,108380,1,0.08257080610021783,0.15522875816993464,0.22788671023965137,0.0,0.09144880174291936,0.18289760348583875,3.0,51-80,0,0
2020,-2,0,51-8013,Power Plant Operators,32960.0,81890.0,39.37,2699094400.0,11.313132162264234,10.403049984023408,21.716182146287643,0,False,0,48090,65300,84650,99890,111470,1,0.08257080610021783,0.15522875816993464,0.22788671023965137,0.0,0.09144880174291936,0.18289760348583875,3.0,51-80,0,0
2021,-1,0,51-8013,Power Plant Operators,28960.0,83740.0,40.26,2425110400.0,11.335472039573135,10.273670846499652,21.609142886072785,0,False,0,48610,62890,80850,100340,110590,1,0.08257080610021783,0.15522875816993464,0.22788671023965137,0.0,0.09144880174291936,0.18289760348583875,3.0,51-80,0,0
2022,0,0,51-8013,Power Plant Operators,31590.0,88960.0,42.77,2810246400.0,11.395942109484407,10.36059589379613,21.75653800328054,0,False,0,52000,71160,93060,104720,119880,1,0.08257080610021783,0.15522875816993464,0.22788671023965137,0.0,0.09144880174291936,0.18289760348583875,3.0,51-80,0,0
2023,1,1,51-8013,Power Plant Operators,31490.0,91880.0,44.17,2893301200.0,11.428238656803035,10.357425314095073,21.785663970898103,0,False,0,54080,72860,97010,106780,123120,1,0.08257080610021783,0.15522875816993464,0.22788671023965137,0.0,0.09144880174291936,0.18289760348583875,3.0,51-80,0,0
2024,2,1,51-8013,Power Plant Operators,30720.0,95990.0,46.15,2948812800.0,11.471999298357582,10.332669187261608,21.804668485619192,0,False,0,59930,77400,99670,111980,128760,1,0.08257080610021783,0.15522875816993464,0.22788671023965137,0.0,0.09144880174291936,0.18289760348583875,3.0,51-80,0,0
2025,3,1,51-8013,Power Plant Operators,29320.0,99790.0,47.97,2925842800.0,11.51082325687836,10.286025156000589,21.796848412878948,0,False,0,61790,79690,102040,119080,131940,1,0.08257080610021783,0.15522875816993464,0.22788671023965137,0.0,0.09144880174291936,0.18289760348583875,3.0,51-80,0,0
2019,-3,0,51-8021,Stationary Engineers and Boiler Operators,32520.0,65970.0,31.71,2145344400.0,11.096955372216916,10.389610563661748,21.486565935878662,0,False,0,39050,50040,62150,78960,100080,1,0.1395348837209302,0.1627906976744186,0.1860465116279069,0.0,0.1046511627906976,0.2093023255813953,1.0,51-80,0,0
2020,-2,0,51-8021,Stationary Engineers and Boiler Operators,29550.0,68170.0,32.77,2014423500.0,11.129759864356831,10.293839022834243,21.42359888719108,0,False,0,40680,52650,64680,81390,103580,1,0.1395348837209302,0.1627906976744186,0.1860465116279069,0.0,0.1046511627906976,0.2093023255813953,1.0,51-80,0,0
2021,-1,0,51-8021,Stationary Engineers and Boiler Operators,29820.0,70510.0,33.9,2102608200.0,11.163509822713086,10.30293458831873,21.466444411031816,0,False,0,44260,49760,63500,80730,100690,1,0.1395348837209302,0.1627906976744186,0.1860465116279069,0.0,0.1046511627906976,0.2093023255813953,1.0,51-80,0,0
2022,0,0,51-8021,Stationary Engineers and Boiler Operators,31470.0,72570.0,34.89,2283777900.0,11.192306892272182,10.356789990058452,21.549096882330637,0,False,0,40910,52640,67120,87030,108790,1,0.1395348837209302,0.1627906976744186,0.1860465116279069,0.0,0.1046511627906976,0.2093023255813953,1.0,51-80,0,0
2023,1,1,51-8021,Stationary Engineers and Boiler Operators,33840.0,73170.0,35.18,2476072800.0,11.200540779878075,10.42939881372016,21.629939593598237,0,False,0,41360,51970,67640,89160,113660,1,0.1395348837209302,0.1627906976744186,0.1860465116279069,0.0,0.1046511627906976,0.2093023255813953,1.0,51-80,0,0
2024,2,1,51-8021,Stationary Engineers and Boiler Operators,30780.0,79710.0,38.32,2453473800.0,11.28615032742197,10.33462040739287,21.62077073481484,0,False,0,47310,60110,75190,96420,121200,1,0.1395348837209302,0.1627906976744186,0.1860465116279069,0.0,0.1046511627906976,0.2093023255813953,1.0,51-80,0,0
2025,3,1,51-8021,Stationary Engineers and Boiler Operators,28250.0,83960.0,40.37,2371870000.0,11.338095773934567,10.248848736574589,21.58694451050916,0,False,0,50590,63160,78620,101150,125390,1,0.1395348837209302,0.1627906976744186,0.1860465116279069,0.0,0.1046511627906976,0.2093023255813953,1.0,51-80,0,0
2019,-3,0,51-8031,Water and Wastewater Treatment Plant and System Operators,123730.0,50490.0,24.28,6247127700.0,10.829530575852962,11.725857051208022,22.555387627060984,0,False,0,28850,36740,47760,61220,77600,1,0.125,0.125,0.125,0.0,0.125,0.25,1.0,51-80,0,0
2020,-2,0,51-8031,Water and Wastewater Treatment Plant and System Operators,119380.0,51890.0,24.95,6194628200.0,10.856881372361784,11.69006696172264,22.546948334084423,0,False,0,29730,37830,49090,62890,79620,1,0.125,0.125,0.125,0.0,0.125,0.25,1.0,51-80,0,0
2021,-1,0,51-8031,Water and Wastewater Treatment Plant and System Operators,121150.0,52320.0,25.15,6338568000.0,10.86513398613108,11.704784726244672,22.569918712375756,0,False,0,30070,37720,47880,60740,77170,1,0.125,0.125,0.125,0.0,0.125,0.25,1.0,51-80,0,0
2022,0,0,51-8031,Water and Wastewater Treatment Plant and System Operators,119350.0,55690.0,26.78,6646601500.0,10.927555876583714,11.689815631766976,22.61737150835069,0,False,0,34100,40780,51600,64720,81210,1,0.125,0.125,0.125,0.0,0.125,0.25,1.0,51-80,0,0
2023,1,1,51-8031,Water and Wastewater Treatment Plant and System Operators,120710.0,58050.0,27.91,7007215500.0,10.969059987126036,11.701146253695171,22.67020624082121,0,False,0,36680,44720,54890,67790,83090,1,0.125,0.125,0.125,0.0,0.125,0.25,1.0,51-80,0,0
2024,2,1,51-8031,Water and Wastewater Treatment Plant and System Operators,126750.0,60620.0,29.15,7683585000.0,11.012380150611794,11.74997192145343,22.762352072065223,0,False,0,37870,47020,58260,71280,86160,1,0.125,0.125,0.125,0.0,0.125,0.25,1.0,51-80,0,0
2025,3,1,51-8031,Water and Wastewater Treatment Plant and System Operators,128490.0,62540.0,30.07,8035764600.0,11.043561631011832,11.763606359277526,22.80716799028936,0,False,0,39110,48040,60020,74780,91060,1,0.125,0.125,0.125,0.0,0.125,0.25,1.0,51-80,0,0
2019,-3,0,51-8091,Chemical Plant and System Operators,28840.0,62710.0,30.15,1808556400.0,11.046276203537069,10.269518591398883,21.31579479493595,0,False,0,35330,46600,62550,78360,93250,1,0.0303030303030303,0.1515151515151515,0.2727272727272727,0.0909090909090909,0.1515151515151515,0.2121212121212121,1.0,51-80,0,0
2020,-2,0,51-8091,Chemical Plant and System Operators,29710.0,65460.0,31.47,1944816600.0,11.089194548055172,10.299238968456653,21.388433516511824,0,False,0,38160,48430,65960,81360,95860,1,0.0303030303030303,0.1515151515151515,0.2727272727272727,0.0909090909090909,0.1515151515151515,0.2121212121212121,1.0,51-80,0,0
2021,-1,0,51-8091,Chemical Plant and System Operators,21740.0,69020.0,33.18,1500494800.0,11.142151596651994,9.9869091606752,21.1290607573272,0,False,0,38340,48920,70200,81250,99960,1,0.0303030303030303,0.1515151515151515,0.2727272727272727,0.0909090909090909,0.1515151515151515,0.2121212121212121,1.0,51-80,0,0
2022,0,0,51-8091,Chemical Plant and System Operators,18710.0,79290.0,38.12,1483515900.0,11.280867296266443,9.836813419268136,21.11768071553458,0,False,0,45930,61680,82670,99430,107680,1,0.0303030303030303,0.1515151515151515,0.2727272727272727,0.0909090909090909,0.1515151515151515,0.2121212121212121,1.0,51-80,0,0
2023,1,1,51-8091,Chemical Plant and System Operators,17980.0,79450.0,38.2,1428511000.0,11.282883171964862,9.79701530802561,21.079898479990472,0,False,0,47650,59830,80030,99960,108470,1,0.0303030303030303,0.1515151515151515,0.2727272727272727,0.0909090909090909,0.1515151515151515,0.2121212121212121,1.0,51-80,0,0
2024,2,1,51-8091,Chemical Plant and System Operators,17840.0,76290.0,36.68,1361013600.0,11.242297147084274,9.789198406134,21.031495553218274,0,False,0,48000,57080,73540,98050,107790,1,0.0303030303030303,0.1515151515151515,0.2727272727272727,0.0909090909090909,0.1515151515151515,0.2121212121212121,1.0,51-80,0,0
2025,3,1,51-8091,Chemical Plant and System Operators,16610.0,79970.0,38.45,1328301700.0,11.289406843325937,9.71776020260734,21.00716704593328,0,False,0,48400,60330,78120,98660,111930,1,0.0303030303030303,0.1515151515151515,0.2727272727272727,0.0909090909090909,0.1515151515151515,0.2121212121212121,1.0,51-80,0,0
2019,-3,0,51-8092,Gas Plant Operators,14410.0,71050.0,34.16,1023830500.0,11.171139133525246,9.575677688993569,20.746816822518813,0,False,0,44080,56800,70710,83130,101320,1,0.0625,0.09375,0.125,0.0,0.078125,0.15625,1.0,51-80,0,0
2020,-2,0,51-8092,Gas Plant Operators,14990.0,73290.0,35.24,1098617100.0,11.202179452919896,9.615138591096644,20.817318044016535,0,False,0,44490,56870,72970,87610,105770,1,0.0625,0.09375,0.125,0.0,0.078125,0.15625,1.0,51-80,0,0
2021,-1,0,51-8092,Gas Plant Operators,15110.0,76970.0,37.01,1163016700.0,11.251171014528364,9.623112055266786,20.874283069795148,0,False,0,47470,61410,77850,96200,103420,1,0.0625,0.09375,0.125,0.0,0.078125,0.15625,1.0,51-80,0,0
2022,0,0,51-8092,Gas Plant Operators,14290.0,78430.0,37.71,1120764700.0,11.269961786206713,9.567315270923912,20.837277057130624,0,False,0,46190,62220,79460,94930,107700,1,0.0625,0.09375,0.125,0.0,0.078125,0.15625,1.0,51-80,0,0
2023,1,1,51-8092,Gas Plant Operators,15930.0,83020.0,39.91,1322508600.0,11.32683682160703,9.675959402904097,21.002796224511123,0,False,0,53330,66250,82560,99180,108340,1,0.0625,0.09375,0.125,0.0,0.078125,0.15625,1.0,51-80,0,0
2024,2,1,51-8092,Gas Plant Operators,15910.0,85470.0,41.09,1359827700.0,11.355920716160064,9.674703121331833,21.03062383749189,0,False,0,59040,73150,83400,100000,109350,1,0.0625,0.09375,0.125,0.0,0.078125,0.15625,1.0,51-80,0,0
2025,3,1,51-8092,Gas Plant Operators,18030.0,88710.0,42.65,1599441300.0,11.393127901514632,9.799792316197363,21.192920217712,0,False,0,61350,76870,87820,100870,115520,1,0.0625,0.09375,0.125,0.0,0.078125,0.15625,1.0,51-80,0,0
2019,-3,0,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",40370.0,73830.0,35.49,2980517100.0,11.20952043205321,10.605842213846987,21.8153626459002,0,False,0,47380,58370,74180,90060,100070,1,0.048780487804878,0.1951219512195122,0.3414634146341463,0.024390243902439,0.1707317073170731,0.3170731707317073,1.0,51-80,0,0
2020,-2,0,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",40480.0,77610.0,37.31,3141652800.0,11.259451563848184,10.608563303961349,21.86801486780953,0,False,0,49420,62090,78840,94830,104470,1,0.048780487804878,0.1951219512195122,0.3414634146341463,0.024390243902439,0.1707317073170731,0.3170731707317073,1.0,51-80,0,0
2021,-1,0,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",34230.0,80500.0,38.7,2755515000.0,11.296012463406656,10.44085773152423,21.736870194930887,0,False,0,51290,64350,79540,98030,101780,1,0.048780487804878,0.1951219512195122,0.3414634146341463,0.024390243902439,0.1707317073170731,0.3170731707317073,1.0,51-80,0,0
2022,0,0,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",31360.0,84140.0,40.45,2638630400.0,11.340237357144511,10.353288474464344,21.693525831608856,0,False,0,52920,72320,85090,99860,107810,1,0.048780487804878,0.1951219512195122,0.3414634146341463,0.024390243902439,0.1707317073170731,0.3170731707317073,1.0,51-80,0,0
2023,1,1,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",33360.0,88120.0,42.36,2939683200.0,11.38645480091628,10.415112856472684,21.80156765738896,0,False,0,57970,76130,94580,102410,110220,1,0.048780487804878,0.1951219512195122,0.3414634146341463,0.024390243902439,0.1707317073170731,0.3170731707317073,1.0,51-80,0,0
2024,2,1,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",34860.0,90970.0,43.74,3171214200.0,11.418285060816109,10.459095319074011,21.87738037989012,0,False,0,59790,77970,97540,104660,112920,1,0.048780487804878,0.1951219512195122,0.3414634146341463,0.024390243902439,0.1707317073170731,0.3170731707317073,1.0,51-80,0,0
2025,3,1,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",33160.0,90630.0,43.57,3005290800.0,11.414540563048828,10.409099609249232,21.82364017229806,0,False,0,57110,77510,96710,106320,115880,1,0.048780487804878,0.1951219512195122,0.3414634146341463,0.024390243902439,0.1707317073170731,0.3170731707317073,1.0,51-80,0,0
2019,-3,0,51-8099,"Plant and System Operators, All Other",12950.0,59500.0,28.61,770525000.0,10.993731591533722,9.468851067127684,20.462582658661404,0,False,0,34350,44720,58390,71600,84460,1,0.0,0.0945945945945946,0.1891891891891892,0.0,0.081081081081081,0.1621621621621621,1.0,51-80,0,0
2020,-2,0,51-8099,"Plant and System Operators, All Other",14680.0,59600.0,28.65,874928000.0,10.99541085305344,9.594241302168507,20.58965215522195,0,False,0,35220,45320,58960,71270,83810,1,0.0,0.0945945945945946,0.1891891891891892,0.0,0.081081081081081,0.1621621621621621,1.0,51-80,0,0
2021,-1,0,51-8099,"Plant and System Operators, All Other",15420.0,55480.0,26.67,855501600.0,10.923777874428769,9.64342064711732,20.56719852154609,0,False,0,29750,38070,50250,66670,80270,1,0.0,0.0945945945945946,0.1891891891891892,0.0,0.081081081081081,0.1621621621621621,1.0,51-80,0,0
2022,0,0,51-8099,"Plant and System Operators, All Other",15370.0,60070.0,28.88,923275900.0,11.003265827844206,9.640172836532642,20.64343866437685,0,False,0,37100,45860,57470,70910,85760,1,0.0,0.0945945945945946,0.1891891891891892,0.0,0.081081081081081,0.1621621621621621,1.0,51-80,0,0
2023,1,1,51-8099,"Plant and System Operators, All Other",15370.0,59890.0,28.8,920509300.0,11.000264825258508,9.640172836532642,20.64043766179115,0,False,0,36120,45390,56940,71500,85950,1,0.0,0.0945945945945946,0.1891891891891892,0.0,0.081081081081081,0.1621621621621621,1.0,51-80,0,0
2024,2,1,51-8099,"Plant and System Operators, All Other",15950.0,64490.0,31.0,1028615500.0,11.074265452004424,9.67721410821299,20.751479560217412,0,False,0,40250,47860,61710,76910,92750,1,0.0,0.0945945945945946,0.1891891891891892,0.0,0.081081081081081,0.1621621621621621,1.0,51-80,0,0
2025,3,1,51-8099,"Plant and System Operators, All Other",14080.0,65700.0,31.59,925056000.0,11.092854204472705,9.552510629712032,20.645364834184736,0,False,0,40700,48900,62470,78480,94560,1,0.0,0.0945945945945946,0.1891891891891892,0.0,0.081081081081081,0.1621621621621621,1.0,51-80,0,0
2019,-3,0,51-9011,Chemical Equipment Operators and Tenders,87120.0,51540.0,24.78,4490164800.0,10.850113484206355,11.375041757606844,22.2251552418132,0,False,0,29210,36960,49130,64070,78650,1,0.0869565217391304,0.1521739130434782,0.217391304347826,0.0434782608695652,0.0652173913043478,0.0869565217391304,1.0,51-90,0,0
