year,event_time,post,occ_code,occ_title,tot_emp,a_mean,h_mean,wage_bill,log_wage,log_emp,log_wbill,annual_only,suppressed_wage,soc_remapped,balanced,dv_alpha,dv_beta,dv_gamma,human_alpha,human_beta,human_gamma,n_onet,prefix5,exposure_imputed,exposure_residual
2022,0,0,47-5049,"Underground Mining Machine Operators, All Other",2270.0,61990.0,29.81,140717300.0,11.034728360695963,7.727535110475448,18.762263471171412,0,False,0,0,0.029692717736850466,0.0407589084905412,0.051825099244231974,0.009050439693256633,0.05693604948588297,0.1048216592785093,12.0,,1,1
2023,1,1,47-5049,"Underground Mining Machine Operators, All Other",2560.0,65290.0,31.39,167142400.0,11.08659416418068,7.847762537473608,18.934356701654288,0,False,0,0,0.029692717736850466,0.0407589084905412,0.051825099244231974,0.009050439693256633,0.05693604948588297,0.1048216592785093,12.0,,1,1
2024,2,1,47-5049,"Underground Mining Machine Operators, All Other",3480.0,67830.0,32.61,236048400.0,11.124759853940123,8.15478757276852,19.27954742670865,0,False,0,0,0.029692717736850466,0.0407589084905412,0.051825099244231974,0.009050439693256633,0.05693604948588297,0.1048216592785093,12.0,,1,1
2019,-3,0,47-5051,"Rock Splitters, Quarry",5080.0,37390.0,17.97,189941200.0,10.52915856797116,8.533066540572527,19.06222510854369,0,False,0,1,0.0,0.0769230769230769,0.1538461538461538,0.0,0.0769230769230769,0.1538461538461538,1.0,47-50,0,0
2020,-2,0,47-5051,"Rock Splitters, Quarry",4640.0,38430.0,18.48,178315200.0,10.556593683558887,8.442469645220301,18.99906332877919,0,False,0,1,0.0,0.0769230769230769,0.1538461538461538,0.0,0.0769230769230769,0.1538461538461538,1.0,47-50,0,0
2021,-1,0,47-5051,"Rock Splitters, Quarry",4450.0,41630.0,20.02,185253500.0,10.636576340189022,8.400659375160286,19.037235715349308,0,False,0,1,0.0,0.0769230769230769,0.1538461538461538,0.0,0.0769230769230769,0.1538461538461538,1.0,47-50,0,0
2022,0,0,47-5051,"Rock Splitters, Quarry",3910.0,47010.0,22.6,183809100.0,10.758115624018176,8.271292652979412,19.02940827699759,0,False,0,1,0.0,0.0769230769230769,0.1538461538461538,0.0,0.0769230769230769,0.1538461538461538,1.0,47-50,0,0
2023,1,1,47-5051,"Rock Splitters, Quarry",3610.0,47830.0,23.0,172666300.0,10.775408336674342,8.191463051326927,18.96687138800127,0,False,0,1,0.0,0.0769230769230769,0.1538461538461538,0.0,0.0769230769230769,0.1538461538461538,1.0,47-50,0,0
2024,2,1,47-5051,"Rock Splitters, Quarry",3080.0,50540.0,24.3,155663200.0,10.830520380942184,8.03268487596762,18.863205256909804,0,False,0,1,0.0,0.0769230769230769,0.1538461538461538,0.0,0.0769230769230769,0.1538461538461538,1.0,47-50,0,0
2019,-3,0,47-5071,"Roustabouts, Oil and Gas",58930.0,41280.0,19.85,2432630400.0,10.628133400155445,10.98410557783196,21.612238977987403,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47-50,0,0
2020,-2,0,47-5071,"Roustabouts, Oil and Gas",44710.0,42160.0,20.27,1884973600.0,10.649227183215244,10.707952469228026,21.35717965244327,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47-50,0,0
2021,-1,0,47-5071,"Roustabouts, Oil and Gas",34520.0,44730.0,21.51,1544079600.0,10.708399696426891,10.449294145197364,21.15769384162426,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47-50,0,0
2022,0,0,47-5071,"Roustabouts, Oil and Gas",39100.0,45750.0,21.99,1788825000.0,10.730947070703667,10.573877745973457,21.30482481667713,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47-50,0,0
2023,1,1,47-5071,"Roustabouts, Oil and Gas",43830.0,47730.0,22.95,2092005900.0,10.773315409999942,10.688073793412856,21.461389203412796,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47-50,0,0
2024,2,1,47-5071,"Roustabouts, Oil and Gas",45330.0,49060.0,23.59,2223889800.0,10.80079931781248,10.721724343934897,21.522523661747375,0,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47-50,0,0
2019,-3,0,47-5081,Helpers--Extraction Workers,16700.0,38390.0,18.46,641113000.0,10.555552287994844,9.723163998404846,20.27871628639969,0,False,0,1,0.0,0.0,0.0,0.0,0.0652173913043478,0.1304347826086956,1.0,47-50,0,0
2020,-2,0,47-5081,Helpers--Extraction Workers,12740.0,39150.0,18.82,498771000.0,10.575155701418948,9.452501929126154,20.027657630545104,0,False,0,1,0.0,0.0,0.0,0.0,0.0652173913043478,0.1304347826086956,1.0,47-50,0,0
2021,-1,0,47-5081,Helpers--Extraction Workers,5980.0,40860.0,19.65,244342800.0,10.617906868371612,8.696175846944678,19.31408271531629,0,False,0,1,0.0,0.0,0.0,0.0,0.0652173913043478,0.1304347826086956,1.0,47-50,0,0
2022,0,0,47-5081,Helpers--Extraction Workers,6910.0,44410.0,21.35,306873100.0,10.701219948286148,8.840724916761715,19.541944865047864,0,False,0,1,0.0,0.0,0.0,0.0,0.0652173913043478,0.1304347826086956,1.0,47-50,0,0
2023,1,1,47-5081,Helpers--Extraction Workers,7360.0,46990.0,22.59,345846400.0,10.757690092096862,8.903815211722922,19.661505303819784,0,False,0,1,0.0,0.0,0.0,0.0,0.0652173913043478,0.1304347826086956,1.0,47-50,0,0
2024,2,1,47-5081,Helpers--Extraction Workers,6720.0,50330.0,24.2,338217600.0,10.826356599770406,8.812843433517195,19.6392000332876,0,False,0,1,0.0,0.0,0.0,0.0,0.0652173913043478,0.1304347826086956,1.0,47-50,0,0
2019,-3,0,47-5097,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",24940.0,48890.0,23.5,1219316600.0,10.797328155572693,10.124228219234029,20.92155637480672,0,False,0,0,0.029692717736850466,0.0407589084905412,0.051825099244231974,0.009050439693256633,0.05693604948588297,0.1048216592785093,12.0,,1,1
2020,-2,0,47-5097,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",22540.0,51040.0,24.54,1150441600.0,10.840364918018672,10.023046787593769,20.86341170561244,0,False,0,0,0.029692717736850466,0.0407589084905412,0.051825099244231974,0.009050439693256633,0.05693604948588297,0.1048216592785093,12.0,,1,1
2019,-3,0,47-5098,"Underground Mining Machine Operators and Extraction Workers, All Other",13790.0,52280.0,25.13,720941200.0,10.864369167738158,9.531698970787348,20.396068138525507,0,False,0,0,0.029692717736850466,0.0407589084905412,0.051825099244231974,0.009050439693256633,0.05693604948588297,0.1048216592785093,12.0,,1,1
2020,-2,0,47-5098,"Underground Mining Machine Operators and Extraction Workers, All Other",12540.0,53730.0,25.83,673774200.0,10.891726783722866,9.436678814186912,20.32840559790978,0,False,0,0,0.029692717736850466,0.0407589084905412,0.051825099244231974,0.009050439693256633,0.05693604948588297,0.1048216592785093,12.0,,1,1
2021,-1,0,47-5099,"Extraction Workers, All Other",5380.0,50960.0,24.5,274164800.0,10.838796290246044,8.59044365315583,19.429239943401875,0,False,0,0,0.029692717736850466,0.0407589084905412,0.051825099244231974,0.009050439693256633,0.05693604948588297,0.1048216592785093,12.0,,1,1
2022,0,0,47-5099,"Extraction Workers, All Other",6290.0,53220.0,25.59,334753800.0,10.88218954453168,8.746716349694486,19.628905894226165,0,False,0,0,0.029692717736850466,0.0407589084905412,0.051825099244231974,0.009050439693256633,0.05693604948588297,0.1048216592785093,12.0,,1,1
2023,1,1,47-5099,"Extraction Workers, All Other",7120.0,53050.0,25.51,377716000.0,10.87899014404213,8.87066300440602,19.74965314844815,0,False,0,0,0.029692717736850466,0.0407589084905412,0.051825099244231974,0.009050439693256633,0.05693604948588297,0.1048216592785093,12.0,,1,1
2024,2,1,47-5099,"Extraction Workers, All Other",6070.0,54780.0,26.34,332514600.0,10.911080442817068,8.711113884053544,19.622194326870613,0,False,0,0,0.029692717736850466,0.0407589084905412,0.051825099244231974,0.009050439693256633,0.05693604948588297,0.1048216592785093,12.0,,1,1
2019,-3,0,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",485700.0,70550.0,33.92,34266135000.0,11.16407695728096,13.093346428333836,24.257423385614796,0,False,0,1,0.0256410256410256,0.4102564102564102,0.7948717948717948,0.0769230769230769,0.2692307692307692,0.4615384615384615,1.0,49-10,0,0
2020,-2,0,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",475000.0,73100.0,35.14,34722500000.0,11.199583645737867,13.071070083016778,24.27065372875465,0,False,0,1,0.0256410256410256,0.4102564102564102,0.7948717948717948,0.0769230769230769,0.2692307692307692,0.4615384615384615,1.0,49-10,0,0
2021,-1,0,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",526240.0,73590.0,35.38,38726001600.0,11.206264425920644,13.173512661422883,24.379777087343527,0,False,0,1,0.0256410256410256,0.4102564102564102,0.7948717948717948,0.0769230769230769,0.2692307692307692,0.4615384615384615,1.0,49-10,0,0
2022,0,0,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",559050.0,76020.0,36.55,42498981000.0,11.23875174254324,13.233994193575514,24.472745936118756,0,False,0,1,0.0256410256410256,0.4102564102564102,0.7948717948717948,0.0769230769230769,0.2692307692307692,0.4615384615384615,1.0,49-10,0,0
2023,1,1,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",589880.0,79020.0,37.99,46612317600.0,11.277456263965382,13.287674405364877,24.56513066933026,0,False,0,1,0.0256410256410256,0.4102564102564102,0.7948717948717948,0.0769230769230769,0.2692307692307692,0.4615384615384615,1.0,49-10,0,0
2024,2,1,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",600680.0,82930.0,39.87,49814392400.0,11.32575215744525,13.305817625794218,24.631569783239467,0,False,0,1,0.0256410256410256,0.4102564102564102,0.7948717948717948,0.0769230769230769,0.2692307692307692,0.4615384615384615,1.0,49-10,0,0
2019,-3,0,49-2011,"Computer, Automated Teller, and Office Machine Repairers",98260.0,42070.0,20.23,4133798200.0,10.647090176584566,11.49537230572264,22.14246248230721,0,False,0,1,0.2857142857142857,0.3673469387755101,0.4489795918367346,0.0816326530612244,0.2040816326530612,0.3265306122448979,1.0,49-20,0,0
2020,-2,0,49-2011,"Computer, Automated Teller, and Office Machine Repairers",91930.0,43790.0,21.05,4025614700.0,10.687160759795445,11.4287826968578,22.115943456653245,0,False,0,1,0.2857142857142857,0.3673469387755101,0.4489795918367346,0.0816326530612244,0.2040816326530612,0.3265306122448979,1.0,49-20,0,0
2021,-1,0,49-2011,"Computer, Automated Teller, and Office Machine Repairers",86420.0,44170.0,21.24,3817171400.0,10.695801104590572,11.366974409485923,22.062775514076495,0,False,0,1,0.2857142857142857,0.3673469387755101,0.4489795918367346,0.0816326530612244,0.2040816326530612,0.3265306122448979,1.0,49-20,0,0
2022,0,0,49-2011,"Computer, Automated Teller, and Office Machine Repairers",81440.0,47120.0,22.66,3837452800.0,10.760452818325469,11.307621831784347,22.068074650109818,0,False,0,1,0.2857142857142857,0.3673469387755101,0.4489795918367346,0.0816326530612244,0.2040816326530612,0.3265306122448979,1.0,49-20,0,0
2023,1,1,49-2011,"Computer, Automated Teller, and Office Machine Repairers",77580.0,48290.0,23.22,3746338200.0,10.784979778867587,11.25906494099396,22.044044719861542,0,False,0,1,0.2857142857142857,0.3673469387755101,0.4489795918367346,0.0816326530612244,0.2040816326530612,0.3265306122448979,1.0,49-20,0,0
2024,2,1,49-2011,"Computer, Automated Teller, and Office Machine Repairers",73010.0,49820.0,23.95,3637358200.0,10.816171788816172,11.198351697050132,22.014523485866302,0,False,0,1,0.2857142857142857,0.3673469387755101,0.4489795918367346,0.0816326530612244,0.2040816326530612,0.3265306122448979,1.0,49-20,0,0
2019,-3,0,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",14370.0,57820.0,27.8,830873400.0,10.965090015570338,9.57289797907307,20.53798799464341,0,False,0,1,0.0476190476190476,0.1071428571428571,0.1666666666666666,0.0476190476190476,0.0833333333333333,0.119047619047619,1.0,49-20,0,0
2020,-2,0,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",13210.0,60790.0,29.23,803035900.0,11.015180580742769,9.488729397516371,20.503909978259134,0,False,0,1,0.0476190476190476,0.1071428571428571,0.1666666666666666,0.0476190476190476,0.0833333333333333,0.119047619047619,1.0,49-20,0,0
2021,-1,0,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",13700.0,62500.0,30.05,856250000.0,11.042921835724492,9.525151111816216,20.56807294754071,0,False,0,1,0.0476190476190476,0.1071428571428571,0.1666666666666666,0.0476190476190476,0.0833333333333333,0.119047619047619,1.0,49-20,0,0
2022,0,0,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",13020.0,62570.0,30.08,814661400.0,11.04404120899241,9.47424191576256,20.51828312475497,0,False,0,1,0.0476190476190476,0.1071428571428571,0.1666666666666666,0.0476190476190476,0.0833333333333333,0.119047619047619,1.0,49-20,0,0
2023,1,1,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",11810.0,64360.0,30.94,760091600.0,11.07224760110632,9.376701909191407,20.448949510297727,0,False,0,1,0.0476190476190476,0.1071428571428571,0.1666666666666666,0.0476190476190476,0.0833333333333333,0.119047619047619,1.0,49-20,0,0
2024,2,1,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",11400.0,69180.0,33.26,788652000.0,11.14446708249116,9.341368634382588,20.485835716873748,0,False,0,1,0.0476190476190476,0.1071428571428571,0.1666666666666666,0.0476190476190476,0.0833333333333333,0.119047619047619,1.0,49-20,0,0
2019,-3,0,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",208480.0,58560.0,28.15,12208588800.0,10.977807148635192,12.247598392358672,23.225405540993865,0,False,0,1,0.234375,0.28125,0.328125,0.109375,0.203125,0.296875,1.0,49-20,0,0
2020,-2,0,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",190510.0,61980.0,29.8,11807809800.0,11.03456703134174,12.15745996560948,23.19202699695122,0,False,0,1,0.234375,0.28125,0.328125,0.109375,0.203125,0.296875,1.0,49-20,0,0
2021,-1,0,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",172830.0,60350.0,29.02,10430290500.0,11.007916226525678,12.06006373139454,23.067979957920215,0,False,0,1,0.234375,0.28125,0.328125,0.109375,0.203125,0.296875,1.0,49-20,0,0
2022,0,0,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",168180.0,61670.0,29.65,10371660600.0,11.029552867985538,12.03279011338689,23.062342981372428,0,False,0,1,0.234375,0.28125,0.328125,0.109375,0.203125,0.296875,1.0,49-20,0,0
2023,1,1,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",159670.0,64010.0,30.77,10220476700.0,11.066794600136047,11.980864464333749,23.0476590644698,0,False,0,1,0.234375,0.28125,0.328125,0.109375,0.203125,0.296875,1.0,49-20,0,0
2024,2,1,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",153890.0,66650.0,32.04,10256768500.0,11.107210325606856,11.943993340457896,23.05120366606475,0,False,0,1,0.234375,0.28125,0.328125,0.109375,0.203125,0.296875,1.0,49-20,0,0
2019,-3,0,49-2091,Avionics Technicians,21750.0,66970.0,32.2,1456597500.0,11.112000036904096,9.98736903651683,21.099369073420927,0,False,0,1,0.12,0.24,0.36,0.08,0.14,0.2,1.0,49-20,0,0
2020,-2,0,49-2091,Avionics Technicians,21390.0,69180.0,33.26,1479760200.0,11.14446708249116,9.970678802076453,21.11514588456761,0,False,0,1,0.12,0.24,0.36,0.08,0.14,0.2,1.0,49-20,0,0
2021,-1,0,49-2091,Avionics Technicians,18910.0,69860.0,33.59,1321052600.0,11.154248518360824,9.847446161652504,21.00169468001333,0,False,0,1,0.12,0.24,0.36,0.08,0.14,0.2,1.0,49-20,0,0
2022,0,0,49-2091,Avionics Technicians,20200.0,74730.0,35.93,1509546000.0,11.221636896924336,9.913437883389296,21.135074780313634,0,False,0,1,0.12,0.24,0.36,0.08,0.14,0.2,1.0,49-20,0,0
2023,1,1,49-2091,Avionics Technicians,21280.0,77080.0,37.06,1640262400.0,11.252599122528302,9.96552294345558,21.218122065983884,0,False,0,1,0.12,0.24,0.36,0.08,0.14,0.2,1.0,49-20,0,0
2024,2,1,49-2091,Avionics Technicians,20900.0,82350.0,39.59,1721115000.0,11.318733735605786,9.947504437952905,21.26623817355869,0,False,0,1,0.12,0.24,0.36,0.08,0.14,0.2,1.0,49-20,0,0
2019,-3,0,49-2092,"Electric Motor, Power Tool, and Related Repairers",15890.0,46620.0,22.41,740791800.0,10.749784912589748,9.673445259530762,20.42323017212051,0,False,0,1,0.0961538461538461,0.1057692307692307,0.1153846153846153,0.0,0.0192307692307692,0.0384615384615384,1.0,49-20,0,0
2020,-2,0,49-2092,"Electric Motor, Power Tool, and Related Repairers",15380.0,49250.0,23.68,757465000.0,10.804664646600235,9.640823243059636,20.44548788965987,0,False,0,1,0.0961538461538461,0.1057692307692307,0.1153846153846153,0.0,0.0192307692307692,0.0384615384615384,1.0,49-20,0,0
2021,-1,0,49-2092,"Electric Motor, Power Tool, and Related Repairers",15880.0,48740.0,23.43,773991200.0,10.794255327179195,9.672815734801128,20.467071061980324,0,False,0,1,0.0961538461538461,0.1057692307692307,0.1153846153846153,0.0,0.0192307692307692,0.0384615384615384,1.0,49-20,0,0
2022,0,0,49-2092,"Electric Motor, Power Tool, and Related Repairers",15390.0,51500.0,24.76,792585000.0,10.849337086651827,9.641473226832924,20.49081031348475,0,False,0,1,0.0961538461538461,0.1057692307692307,0.1153846153846153,0.0,0.0192307692307692,0.0384615384615384,1.0,49-20,0,0
2023,1,1,49-2092,"Electric Motor, Power Tool, and Related Repairers",16010.0,52550.0,25.27,841325500.0,10.869520376305095,9.68096880599076,20.55048918229586,0,False,0,1,0.0961538461538461,0.1057692307692307,0.1153846153846153,0.0,0.0192307692307692,0.0384615384615384,1.0,49-20,0,0
2024,2,1,49-2092,"Electric Motor, Power Tool, and Related Repairers",16570.0,56820.0,27.32,941507400.0,10.94764365540818,9.71534911042061,20.662992765828783,0,False,0,1,0.0961538461538461,0.1057692307692307,0.1153846153846153,0.0,0.0192307692307692,0.0384615384615384,1.0,49-20,0,0
2019,-3,0,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",9790.0,63670.0,30.61,623329300.0,11.061468773011072,9.189116735524555,20.25058550853563,0,False,0,1,0.16,0.24,0.32,0.08,0.16,0.24,1.0,49-20,0,0
2020,-2,0,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",10390.0,70440.0,33.87,731871600.0,11.162516562610142,9.248599084093271,20.411115646703415,0,False,0,1,0.16,0.24,0.32,0.08,0.16,0.24,1.0,49-20,0,0
2021,-1,0,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",10710.0,70650.0,33.97,756661500.0,11.165493388112674,9.278933163441794,20.444426551554468,0,False,0,1,0.16,0.24,0.32,0.08,0.16,0.24,1.0,49-20,0,0
2022,0,0,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",8530.0,71740.0,34.49,611942200.0,11.180803751086271,9.051344640485723,20.232148391571997,0,False,0,1,0.16,0.24,0.32,0.08,0.16,0.24,1.0,49-20,0,0
2023,1,1,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7920.0,76380.0,36.72,604929600.0,11.243476160779506,8.977146484808472,20.22062264558798,0,False,0,1,0.16,0.24,0.32,0.08,0.16,0.24,1.0,49-20,0,0
2024,2,1,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7310.0,80980.0,38.93,591963800.0,11.301957489586153,8.896998552743824,20.198956042329975,0,False,0,1,0.16,0.24,0.32,0.08,0.16,0.24,1.0,49-20,0,0
2019,-3,0,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",58930.0,60360.0,29.02,3557014800.0,11.008081912881783,10.98410557783196,21.992187490713743,0,False,0,1,0.1794871794871795,0.3076923076923077,0.4358974358974359,0.1794871794871795,0.282051282051282,0.3846153846153846,1.0,49-20,0,0
2020,-2,0,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",55200.0,63350.0,30.46,3496920000.0,11.056430185749283,10.918718232265189,21.97514841801447,0,False,0,1,0.1794871794871795,0.3076923076923077,0.4358974358974359,0.1794871794871795,0.282051282051282,0.3846153846153846,1.0,49-20,0,0
2021,-1,0,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",50780.0,64230.0,30.88,3261599400.0,11.07022567025184,10.83525785525867,21.90548352551051,0,False,0,1,0.1794871794871795,0.3076923076923077,0.4358974358974359,0.1794871794871795,0.282051282051282,0.3846153846153846,1.0,49-20,0,0
2022,0,0,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",51650.0,66650.0,32.05,3442472500.0,11.107210325606856,10.852245474547784,21.95945580015464,0,False,0,1,0.1794871794871795,0.3076923076923077,0.4358974358974359,0.1794871794871795,0.282051282051282,0.3846153846153846,1.0,49-20,0,0
2023,1,1,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",58320.0,69810.0,33.56,4071319200.0,11.153532544964447,10.97370036668254,22.12723291164699,0,False,0,1,0.1794871794871795,0.3076923076923077,0.4358974358974359,0.1794871794871795,0.282051282051282,0.3846153846153846,1.0,49-20,0,0
2024,2,1,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",59990.0,72950.0,35.07,4376270500.0,11.197529553950933,11.00193316064714,22.19946271459807,0,False,0,1,0.1794871794871795,0.3076923076923077,0.4358974358974359,0.1794871794871795,0.282051282051282,0.3846153846153846,1.0,49-20,0,0
2019,-3,0,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",22650.0,81280.0,39.08,1840992000.0,11.305655262812309,10.02791513091118,21.333570393723488,0,False,0,1,0.24,0.34,0.44,0.0,0.16,0.32,1.0,49-20,0,0
2020,-2,0,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",23070.0,83150.0,39.98,1918270500.0,11.328401484621072,10.0462883511678,21.374689835788875,0,False,0,1,0.24,0.34,0.44,0.0,0.16,0.32,1.0,49-20,0,0
2021,-1,0,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",22490.0,87640.0,42.13,1971023600.0,11.380992793709405,10.02082604495336,21.401818838662763,0,False,0,1,0.24,0.34,0.44,0.0,0.16,0.32,1.0,49-20,0,0
2022,0,0,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",25440.0,88770.0,42.68,2258308800.0,11.393804034062365,10.144078017454058,21.537882051516423,0,False,0,1,0.24,0.34,0.44,0.0,0.16,0.32,1.0,49-20,0,0
2023,1,1,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",24790.0,92840.0,44.63,2301503600.0,11.438632860388374,10.118195625029236,21.556828485417608,0,False,0,1,0.24,0.34,0.44,0.0,0.16,0.32,1.0,49-20,0,0
2024,2,1,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",23040.0,97460.0,46.86,2245478400.0,11.487197316397497,10.044987114809828,21.532184431207323,0,False,0,1,0.24,0.34,0.44,0.0,0.16,0.32,1.0,49-20,0,0
2019,-3,0,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",10310.0,38910.0,18.71,401162100.0,10.5690065659786,9.240869577011006,19.809876142989605,0,False,0,1,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.125,0.25,1.0,49-20,0,0
2020,-2,0,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",10230.0,41250.0,19.83,421987500.0,10.627406391762827,9.233079858945672,19.8604862507085,0,False,0,1,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.125,0.25,1.0,49-20,0,0
2021,-1,0,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",9000.0,43690.0,21.01,393210000.0,10.68487452194548,9.104979856318357,19.789854378263836,0,False,0,1,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.125,0.25,1.0,49-20,0,0
2022,0,0,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",9450.0,45720.0,21.98,432054000.0,10.730291117908749,9.153770020487787,19.884061138396536,0,False,0,1,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.125,0.25,1.0,49-20,0,0
2023,1,1,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",8900.0,47570.0,22.87,423373000.0,10.769957589426328,9.093806555720231,19.86376414514656,0,False,0,1,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.125,0.25,1.0,49-20,0,0
2024,2,1,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",10140.0,50240.0,24.16,509433600.0,10.82456680114208,9.224243277145174,20.048810078287257,0,False,0,1,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.125,0.25,1.0,49-20,0,0
2019,-3,0,49-2097,Audiovisual Equipment Installers and Repairers,25590.0,42130.0,20.25,1078106700.0,10.648515354973062,10.149956929153834,20.7984722841269,0,False,0,1,0.1904761904761904,0.238095238095238,0.2857142857142857,0.0,0.0952380952380952,0.1904761904761904,1.0,49-20,0,0
2020,-2,0,49-2097,Audiovisual Equipment Installers and Repairers,25760.0,44850.0,21.57,1155336000.0,10.71107886748694,10.15657818021829,20.867657047705233,0,False,0,1,0.1904761904761904,0.238095238095238,0.2857142857142857,0.0,0.0952380952380952,0.1904761904761904,1.0,49-20,0,0
2021,-1,0,49-2097,Audiovisual Equipment Installers and Repairers,21540.0,46120.0,22.18,993424800.0,10.739001974382996,9.97766695071038,20.716668925093376,0,False,0,1,0.1904761904761904,0.238095238095238,0.2857142857142857,0.0,0.0952380952380952,0.1904761904761904,1.0,49-20,0,0
2022,0,0,49-2097,Audiovisual Equipment Installers and Repairers,22200.0,48450.0,23.29,1075590000.0,10.788287617318913,10.00784756786037,20.796135185179285,0,False,0,1,0.1904761904761904,0.238095238095238,0.2857142857142857,0.0,0.0952380952380952,0.1904761904761904,1.0,49-20,0,0
2023,1,1,49-2097,Audiovisual Equipment Installers and Repairers,24720.0,52720.0,25.35,1303238400.0,10.872750169176388,10.115367911571628,20.988118080748016,0,False,0,1,0.1904761904761904,0.238095238095238,0.2857142857142857,0.0,0.0952380952380952,0.1904761904761904,1.0,49-20,0,0
2024,2,1,49-2097,Audiovisual Equipment Installers and Repairers,22170.0,55740.0,26.8,1235755800.0,10.92845330103594,10.006495302610356,20.934948603646298,0,False,0,1,0.1904761904761904,0.238095238095238,0.2857142857142857,0.0,0.0952380952380952,0.1904761904761904,1.0,49-20,0,0
2019,-3,0,49-2098,Security and Fire Alarm Systems Installers,71600.0,50210.0,24.14,3595036000.0,10.823969489028752,11.178850352948738,22.002819841977487,0,False,0,1,0.0666666666666666,0.1666666666666666,0.2666666666666666,0.1,0.1833333333333333,0.2666666666666666,1.0,49-20,0,0
2020,-2,0,49-2098,Security and Fire Alarm Systems Installers,68920.0,52150.0,25.07,3594178000.0,10.861879460428918,11.140701690641864,22.002581151070785,0,False,0,1,0.0666666666666666,0.1666666666666666,0.2666666666666666,0.1,0.1833333333333333,0.2666666666666666,1.0,49-20,0,0
2021,-1,0,49-2098,Security and Fire Alarm Systems Installers,77420.0,52170.0,25.08,4039001400.0,10.86226289601644,11.25700042413164,22.11926332014808,0,False,0,1,0.0666666666666666,0.1666666666666666,0.2666666666666666,0.1,0.1833333333333333,0.2666666666666666,1.0,49-20,0,0
